1,0.496533
2,0.496498
3,0.496461
4,0.496424
5,0.496385
6,0.496346
7,0.496305
8,0.496263
9,0.496221
10,0.496176
11,0.496131
12,0.496084
13,0.496036
14,0.495986
15,0.495935
16,0.495882
17,0.495827
18,0.495771
19,0.495712
20,0.495652
21,0.495589
22,0.495524
23,0.495456
24,0.495386
25,0.495313
26,0.495237
27,0.495158
28,0.495075
29,0.494988
30,0.494898
31,0.494803
32,0.494704
33,0.494599
34,0.494489
35,0.494372
36,0.494249
37,0.494119
38,0.493982
39,0.493835
40,0.493679
41,0.493513
42,0.493334
43,0.493141
44,0.492933
45,0.492705
46,0.492457
47,0.492183
48,0.491878
49,0.491535
50,0.491146
51,0.490697
52,0.490168
53,0.489531
54,0.488738
55,0.487710
56,0.486317
57,0.484384
58,0.481892
59,0.479163
60,0.476455
61,0.473833
62,0.471299
63,0.468845
64,0.466461
65,0.464142
66,0.461883
67,0.459683
68,0.457537
69,0.455442
70,0.453397
71,0.451398
72,0.449444
73,0.447533
74,0.445664
75,0.443835
76,0.442045
77,0.440293
78,0.438577
79,0.436895
80,0.435248
81,0.433633
82,0.432050
83,0.430497
84,0.428974
85,0.427479
86,0.426012
87,0.424571
88,0.423156
89,0.421766
90,0.420401
91,0.419059
92,0.417740
93,0.416443
94,0.415168
95,0.413914
96,0.412680
97,0.411466
98,0.410272
99,0.409096
100,0.407938
101,0.406797
102,0.405674
103,0.404568
104,0.403478
105,0.402403
106,0.401344
107,0.400300
108,0.399271
109,0.398255
110,0.397254
111,0.396265
112,0.395289
113,0.394326
114,0.393376
115,0.392437
116,0.391510
117,0.390595
118,0.389691
119,0.388799
120,0.387917
121,0.387046
122,0.386186
123,0.385337
124,0.384497
125,0.383668
126,0.382848
127,0.382037
128,0.381236
129,0.380444
130,0.379660
131,0.378885
132,0.378119
133,0.377360
134,0.376609
135,0.375866
136,0.375131
137,0.374403
138,0.373682
139,0.372968
140,0.372261
141,0.371560
142,0.370867
143,0.370179
144,0.369496
145,0.368822
146,0.368151
147,0.367488
148,0.366829
149,0.366177
150,0.365528
151,0.364886
152,0.364247
153,0.363614
154,0.362985
155,0.362361
156,0.361741
157,0.361126
158,0.360513
159,0.359906
160,0.359301
161,0.358701
162,0.358104
163,0.357510
164,0.356920
165,0.356332
166,0.355746
167,0.355164
168,0.354586
169,0.354009
170,0.353436
171,0.352865
172,0.352296
173,0.351730
174,0.351164
175,0.350601
176,0.350040
177,0.349480
178,0.348919
179,0.348361
180,0.347807
181,0.347252
182,0.346700
183,0.346148
184,0.345596
185,0.345045
186,0.344494
187,0.343948
188,0.343399
189,0.342852
190,0.342306
191,0.341761
192,0.341215
193,0.340666
194,0.340123
195,0.339577
196,0.339030
197,0.338485
198,0.337939
199,0.337396
200,0.336851
201,0.336305
202,0.335757
203,0.335213
204,0.334668
205,0.334118
206,0.333571
207,0.333027
208,0.332478
209,0.331929
210,0.331386
211,0.330839
212,0.330291
213,0.329745
214,0.329198
215,0.328650
216,0.328104
217,0.327557
218,0.327010
219,0.326461
220,0.325914
221,0.325372
222,0.324826
223,0.324282
224,0.323742
225,0.323200
226,0.322657
227,0.322117
228,0.321574
229,0.321037
230,0.320499
231,0.319962
232,0.319424
233,0.318890
234,0.318357
235,0.317830
236,0.317300
237,0.316771
238,0.316245
239,0.315718
240,0.315191
241,0.314668
242,0.314145
243,0.313630
244,0.313111
245,0.312592
246,0.312077
247,0.311563
248,0.311048
249,0.310542
250,0.310035
251,0.309528
252,0.309023
253,0.308519
254,0.308015
255,0.307511
256,0.307013
257,0.306513
258,0.306016
259,0.305520
260,0.305025
261,0.304530
262,0.304035
263,0.303544
264,0.303053
265,0.302562
266,0.302071
267,0.301584
268,0.301097
269,0.300611
270,0.300125
271,0.299640
272,0.299155
273,0.298669
274,0.298183
275,0.297697
276,0.297211
277,0.296726
278,0.296240
279,0.295753
280,0.295266
281,0.294781
282,0.294293
283,0.293804
284,0.293313
